Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
05/13/2005,Unleashed,"In Glasgow, a man enslaved by the mob since his youth and raised into acting like an attack dog escapes his captors and tries to start a new life.",Louis Leterrier,"Jet Li,
Morgan Freeman,
Bob Hoskins","Neil Davidge,
Robert Del Naja",
05/19/2005,Star Wars: Episode III – Revenge of the Sith,"After the two Jedi rescue Palpatine, Obi-Wan pursues Grievous, while Anakin acts as a double agent between the Jedi Council and Palpatine.",George Lucas,"Ewan McGregor,
Natalie Portman,
Hayden Christensen",John Williams,
05/20/2005,Dominion: Prequel to the Exorcist,Father Lankester Merrin encounters the demon Pazuzu in East Africa. He battles with Pazuzu and rediscovers his faith.,Paul Schrader,"Stellan Skarsgård,
Gabriel Mann,
Clara Bellar","Angelo Badalamenti,
Dog Fashion Disco,
Trevor Rabin",Exorcist 5
05/27/2005,Madagascar,A group of animals who have spent all their life in a the Central Park Zoo end up in the jungles of Madagascar and must adjust to living in the wild.,"Eric Darnell,
Tom McGrath","Ben Stiller,
Chris Rock,
David Schwimmer",Hans Zimmer,
05/27/2005,The Longest Yard,"Former Steelers quarterback Paul, in a trade for a reduced prison sentence, gathers other inmates to form a football team to play against the guards.",Peter Segal,"Adam Sandler,
Chris Rock,
James Cromwell",Teddy Castellucci,
06/01/2005,The Sisterhood of the Traveling Pants,Four best friends who purchase a mysterious pair of pants that fits each of them perfectly share the pair as they spend their first ever summer apart.,Ken Kwapis,"Amber Tamblyn,
America Ferrera,
Blake Lively",Cliff Eidelman,
06/03/2005,Cinderella Man,"In the 1930s, boxer Jim Braddock, who gave up boxing after breaking his hand in the ring, makes a comeback to support his wife and his manager.",Ron Howard,"Russell Crowe,
Renée Zellweger,
Paul Giamatti",Thomas Newman,
06/10/2005,Howl's Moving Castle,"When a milliner is cursed with an old body by a spiteful witch, only a self-indulgent young wizard and his friends in a legged castle can cure her.",Hayao Miyazaki,"Chieko Baisho,
Takuya Kimura,
Akihiro Miwa",Joe Hisaishi,
06/10/2005,Mr. & Mrs. Smith,A couple in a stagnating marriage is surprised to learn that they are both assassins. They are then hired by competing agencies to kill each other.,Doug Liman,"Brad Pitt,
Angelina Jolie,
Adam Brody",John Powell,
06/10/2005,The Adventures of Sharkboy and Lavagirl in 3-D,"In Austin, a lonely 10-year-old boy is recruited by his imaginary shark hybrid boy and fire-powered girl friends to help save their home Planet Drool.",Robert Rodriguez,"Taylor Lautner,
Taylor Dooley,
Cayden Boyd","John Debney,
Graeme Revell,
Robert Rodriguez",
06/10/2005,The Honeymooners,"In New York, bus driver Ralph regularly imagines get-rich-quick schemes for him and his friend Ed, hurting their waitress wives. They join a dog race.",John Schultz,"Cedric the Entertainer,
Mike Epps,
Gabrielle Union",Richard Gibbs,
06/15/2005,Batman Begins,"After training with the League of Shadows, rich Bruce returns to Gotham intent on cleaning it up without murder, even as the Scarecrow emerges.",Christopher Nolan,"Christian Bale,
Michael Caine,
Liam Neeson","Hans Zimmer,
James Newton Howard",
06/17/2005,The Perfect Man,"A lonely mother begins receiving romantic e-mails from a secret admirer, who is really a creation of her daughter trying to cheer her up.",Mark Rosman,"Hilary Duff,
Heather Locklear,
Chris Noth",Christophe Beck,
06/22/2005,Herbie: Fully Loaded,"Maggie, the new owner of a Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor.",Angela Robinson,"Lindsay Lohan,
Justin Long,
Matt Dillon",Mark Mothersbaugh,Herbie 5
06/24/2005,Bewitched,"Narcissistic actor Jack unwittingly has a real witch cast in a television remake of a 1960s sitcom, but she casts a spell to make him fall in love with her.",Nora Ephron,"Nicole Kidman,
Will Ferrell,
Shirley MacLaine",George Fenton,
06/24/2005,Land of the Dead,"The living dead have taken over the world, and the last humans live in a walled city to protect themselves as they come to grips with the situation.",George A. Romero,"Simon Baker,
Dennis Hopper,
Asia Argento","Reinhold Heil,
Johnny Klimek",Night of the Living Dead 4
06/29/2005,War of the Worlds,A dock worker looks after his children so he can reunite them with their mother when aliens invade the Earth and devastate cities with war machines.,Steven Spielberg,"Tom Cruise,
Dakota Fanning,
Miranda Otto",John Williams,
07/01/2005,Rebound,"After a mascot tantrum, college basketball coach Roy moves to Mount Vernon Junior High School. He guides a failure team to a state championship.",Steve Carr,"Martin Lawrence,
Wendy Raquel Robinson,
Breckin Meyer",Teddy Castellucci,
07/08/2005,Fantastic Four,A group of four astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy Doctor Doom.,Tim Story,"Ioan Gruffudd,
Jessica Alba,
Chris Evans",John Ottman,
07/15/2005,Charlie and the Chocolate Factory,"Poor, loving Charlie wins a contest to tour with his grandfather a magnificent chocolate factory led by an unusual owner. Four unruly children join them.",Tim Burton,"Johnny Depp,
Freddie Highmore,
David Kelly",Danny Elfman,
07/15/2005,Wedding Crashers,"John and Jeremy, a pair of womanizers who sneak into weddings, find themselves at odds with one another when John falls for Claire.",David Dobkin,"Owen Wilson,
Vince Vaughn,
Christopher Walken",Rolfe Kent,
07/22/2005,Bad News Bears,"In L.A., Morris Buttermaker, a washed-up former Mariners player, coaches the Bears, a children's baseball team that builds from poor playing ability.",Richard Linklater,"Billy Bob Thornton,
Greg Kinnear,
Marcia Gay Harden",Ed Shearmur,
07/22/2005,Hustle & Flow,"With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee.",Craig Brewer,"Terrence Howard,
Anthony Anderson,
Taryn Manning",Scott Bomar,
07/22/2005,The Devil's Rejects,"In 1978, the murderous Firefly family take to the road to escape the vengeful Sheriff Wydell and state troopers who do not hesitate to be ruthless.",Rob Zombie,"Sid Haig,
Bill Moseley,
Sheri Moon Zombie",Tyler Bates,Firefly 2
07/22/2005,The Island,"Lincoln Six Echo struggles to fit into an isolated colony. After he learns its tenants are clones used for organ harvesting, he escapes with a woman.",Michael Bay,"Ewan McGregor,
Scarlett Johansson,
Djimon Hounsou",Steve Jablonsky,
07/29/2005,Sky High,"The son of two famed superheroes joins a school for powerful teens. When he learns a villain wants revenge, he rushes to a school dance to stop her.",Mike Mitchell,"Michael Angarano,
Danielle Panabaker,
Mary Elizabeth Winstead",Michael Giacchino,
07/29/2005,Stealth,"Ensconced in a top secret military project, three pilots struggle to control the artificial intelligence program EDI before it initiates the next world war.",Rob Cohen,"Josh Lucas,
Jessica Biel,
Jamie Foxx",BT,
08/05/2005,Broken Flowers,An aging Don Juan embarks on a cross-country journey to track down four former lovers after he gets an anonymous letter informing he has a son.,Jim Jarmusch,"Bill Murray,
Jeffrey Wright,
Sharon Stone",Mulatu Astatke,
08/05/2005,Junebug,"An outsider art dealer goes from Chicago to North Carolina to meet her new in-laws, challenging the equilibrium of their middle class Southern home.",Phil Morrison,"Embeth Davidtz,
Amy Adams,
Ben McKenzie",Yo La Tengo,
08/05/2005,The Dukes of Hazzard,"Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.",Jay Chandrasekhar,"Johnny Knoxville,
Seann William Scott,
Jessica Simpson",Nathan Barr,
08/12/2005,Deuce Bigalow: European Gigolo,"After Kate dies, Deuce reunites with a pimp friend in Amsterdam while other man-whores are being murdered. He falls for Eva, an inspector's niece.",Mike Bigelow,"Rob Schneider,
Eddie Griffin,
Jeroen Krabbé",James L. Venable,Deuce Bigalow 2
08/12/2005,Four Brothers,"In Detroit, after Evelyn's death, her adopted sons Bobby, Angel, Jeremiah, and Jack investigate her murder and exact revenge on Sweet, a gang lord.",John Singleton,"Mark Wahlberg,
Tyrese Gibson,
André Benjamin",David Arnold,
08/19/2005,Red Eye,"Threatened by the potential murder of her father on a flight to Miami, Lisa is forced into a plan to help her young captor in a political assassination.",Wes Craven,"Rachel McAdams,
Cillian Murphy,
Brian Cox",Marco Beltrami,
08/19/2005,The 40-Year-Old Virgin,"An electronics store salesman has never had sex, so his friends push him to lose his virginity. He soon dates a divorced mother with three children.",Judd Apatow,"Steve Carell,
Catherine Keener,
Paul Rudd",Lyle Workman,
08/26/2005,The Brothers Grimm,"In 1811, brothers Will and Jake are traveling con artists who encounter a queen's curse that needs actual courage instead of their bogus exorcisms.",Terry Gilliam,"Matt Damon,
Heath Ledger,
Peter Stormare",Dario Marianelli,
08/31/2005,The Constant Gardener,"In Kenya, a British diplomat widower dives into a potentially explosive secret involving his wife's murder, big business, and corporate corruption.",Fernando Meirelles,"Ralph Fiennes,
Rachel Weisz,
Danny Huston",Alberto Iglesias,
09/02/2005,Transporter 2,Transporter Frank Martin surfaces in Miami and is implicated in the kidnapping of the young son of a powerful U.S. official.,Louis Leterrier,"Jason Statham,
Alessandro Gassman,
Amber Valletta",Alexandre Azaria,
09/09/2005,The Exorcism of Emily Rose,An agnostic lawyer takes on a negligent homicide case involving a Catholic priest who performed an exorcism on a 19-year-old student with delusions.,Scott Derrickson,"Laura Linney,
Tom Wilkinson,
Campbell Scott",Christopher Young,
09/09/2005,The Man,"In Detroit, while looking for the man who killed his partner, Internal Affairs agent Derrick accidentally involves dental salesman Andy, who assists him.",Les Mayfield,"Samuel L. Jackson,
Eugene Levy,
Miguel Ferrer",John Murphy,
09/16/2005,Just like Heaven,"In San Francisco, a lonely landscape architect falls for the spirit of the medicine physician who lived in his new apartment but is now in a coma.",Mark Waters,"Reese Witherspoon,
Mark Ruffalo,
Jon Heder",Rolfe Kent,
09/16/2005,Lord of War,"In the 1980s, Yuri becomes an arms dealer with his brother. As he ascends, he partners with an African warlord while chased by an Interpol agent.",Andrew Niccol,"Nicolas Cage,
Ethan Hawke,
Jared Leto",Antonio Pinto,
09/23/2005,A History of Violence,"When two petty criminals attempt to rob his diner, Tom Stall easily kills them. He confronts his past as a mobster in front of his wife and teenage son.",David Cronenberg,"Viggo Mortensen,
Maria Bello,
William Hurt",Howard Shore,
09/23/2005,Corpse Bride,"In England, a tense groom practices his wedding vows near a killed woman, so she returns to life thinking he will join her in the Land of the Dead.","Mike Johnson,
Tim Burton","Johnny Depp,
Helena Bonham Carter,
Emily Watson",Danny Elfman,
09/23/2005,Flightplan,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, but nobody admits they saw her.",Robert Schwentke,"Jodie Foster,
Peter Sarsgaard,
Erika Christensen",James Horner,
09/23/2005,Roll Bounce,"In 1978 Chicago, 16-year-old Xavier and friends Junior, Boo, Naps, and Mixed Mike visit another roller skating rink. Its champions disrespect them.",Malcolm D. Lee,"Bow Wow,
Chi McBride,
Mike Epps",Stanley Clarke,
09/30/2005,Capote,"In 1959, an author learns of the murder of a Kansas family and writes a book about the case. He forms a relationship with one of the killers, Perry Smith, who is on death row.",Bennett Miller,"Philip Seymour Hoffman,
Catherine Keener,
Clifton Collins Jr.",Mychael Danna,
09/30/2005,Into the Blue,A diver and three friends find themselves in deep trouble with a drug lord after they find the cocaine cargo of a crashed airplane close to a shipwreck.,John Stockwell,"Paul Walker,
Jessica Alba,
Scott Caan",Paul Haslinger,
09/30/2005,Little Manhattan,"10-year-old Gabe was just a normal kid growing up in Manhattan until 11-year-old Rosemary walked into his karate class. Before Gabe can tell Rosemary how he feels, she tells him she will not be going to public school any more.",Mark Levin,"Josh Hutcherson,
Charlie Ray,
Bradley Whitford",Chad Fischer,
09/30/2005,Serenity,A renegade crew agrees to hide a fugitive on their ship and must try to evade an assassin sent to recapture one of their members who is telepathic.,Joss Whedon,"Nathan Fillion,
Alan Tudyk,
Adam Baldwin",David Newman,
09/30/2005,The Greatest Game Ever Played,"In 1913, Francis fights against prejudice from rich Brits, as well as his father's disdain, to compete in the U.S. Open against his favorite golfer Vardon.",Bill Paxton,"Shia LaBeouf,
Stephen Dillane,
Peter Firth",Brian Tyler,
10/05/2005,The Squid and the Whale,"In 1986 Brooklyn, two sons deal with the divorce of their parents, arrogant novelist and professor Bernard and unfaithful, prominent writer Joan.",Noah Baumbach,"Jeff Daniels,
Laura Linney,
Jesse Eisenberg","Britta Phillips,
Dean Wareham",
10/07/2005,"Good Night, and Good Luck",Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy’s anti-communist witch-hunts in the early 1950s.,George Clooney,"David Strathairn,
Patricia Clarkson,
George Clooney",Jim Papoulis,
10/07/2005,In Her Shoes,A strait-laced woman breaks off relations with her party girl sister over an indiscretion. The tension is broken by a grandmother neither knew existed.,Curtis Hanson,"Cameron Diaz,
Toni Collette,
Shirley MacLaine",Mark Isham,
10/07/2005,Two for the Money,"After suffering a career-ending knee injury, former college football star Brandon aligns himself with a sports gambling tout and becomes John Anthony.",D. J. Caruso,"Al Pacino,
Matthew McConaughey,
Rene Russo",Christophe Beck,
10/07/2005,Waiting...,"Young employees at the Shenaniganz restaurant stave off boredom and adulthood with their antics, as they deal with picky customers and managers.",Rob McKittrick,"Ryan Reynolds,
Anna Faris,
Justin Long",Adam Gorgoni,
10/07/2005,Wallace & Gromit: The Curse of the Were-Rabbit,A pest control agent and his loyal dog set out to rescue a village plagued by a giant rabbit monster before an annual giant vegetable growing contest.,"Nick Park,
Steve Box","Peter Sallis,
Ralph Fiennes,
Helena Bonham Carter",Julian Nott,
10/14/2005,Domino,An actor's daughter leaves her career as a Ford model to become a bounty hunter. She becomes involved in a truck robbery linked to fake licenses.,Tony Scott,"Keira Knightley,
Mickey Rourke,
Édgar Ramírez",Harry Gregson-Williams,
10/14/2005,Elizabethtown,"During a Kentucky hometown memorial for his father, a young man begins an unexpected romance with a too-good-to-be-true stewardess.",Cameron Crowe,"Orlando Bloom,
Kirsten Dunst,
Susan Sarandon",Nancy Wilson,
10/14/2005,The Fog,"A thick mist full of vengeful spirits haunts an island town off the coast of Oregon. Its people try to learn their town's old, fiery secret to stop it.",Rupert Wainwright,"Tom Welling,
Maggie Grace,
Selma Blair",Graeme Revell,
10/21/2005,Doom,"In 2046, Marines are sent to Mars to investigate strange events at a research facility but encounter tough former humans mutated by the C24 serum.",Andrzej Bartkowiak,"Karl Urban,
Rosamund Pike,
Dwayne Johnson",Clint Mansell,
10/21/2005,Kiss Kiss Bang Bang,A petty thief posing as an actor is brought to L.A. for an audition. He investigates a lake corpse with a high school crush and a detective training him.,Shane Black,"Robert Downey Jr.,
Val Kilmer,
Michelle Monaghan",John Ottman,
10/21/2005,North Country,"In 1989 Minnesota, Josey Aimes, who endures a range of abuse while working as a miner, starts a sexual harassment lawsuit big for female workers.",Niki Caro,"Charlize Theron,
Frances McDormand,
Sean Bean",Gustavo Santaolalla,
10/21/2005,Shopgirl,"In Beverly Hills, glove counter clerk Mirabelle has two men in her life: rich, older logician Ray Porter and struggling roadie Jeremy. She chooses one.",Anand Tucker,"Steve Martin,
Claire Danes,
Jason Schwartzman",Barrington Pheloung,
10/28/2005,Prime,"In New York, a 37-year-old professional is wooed by a 23-year-old painter who happens to be the son of her therapist, who secretly knows the truth.",Ben Younger,"Uma Thurman,
Meryl Streep,
Bryan Greenberg",Ryan Shore,
10/28/2005,Saw II,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.,Darren Lynn Bousman,"Donnie Wahlberg,
Franky G,
Glenn Plummer",Charlie Clouser,
10/28/2005,The Legend of Zorro,Zorro's wife Elena divorces him for spending too much time with heroics and being a poor father to his son. They both run into the Knights of Aragon.,Martin Campbell,"Antonio Banderas,
Catherine Zeta-Jones,
Rufus Sewell",James Horner,The Mask of Zorro 2
11/04/2005,Chicken Little,"After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion.",Mark Dindal,"Zach Braff,
Joan Cusack,
Dan Molina",John Debney,
11/04/2005,Jarhead,"In 1991, after surviving an arduous boot camp, a U.S. Marine and his unit are sent to the Persian Gulf, where they are eager to fight but must wait.",Sam Mendes,"Jake Gyllenhaal,
Peter Sarsgaard,
Lucas Black",Thomas Newman,
11/09/2005,Get Rich or Die Tryin',"Inner city drug dealer Marcus turns away from his life of crime to pursue a passion of rap music, but drug kingpin Majestic picks him out for a shooting.",Jim Sheridan,"50 Cent,
Terrence Howard,
Adewale Akinnuoye-Agbaje","Quincy Jones,
Gavin Friday,
Maurice Seezer",
11/11/2005,Pride & Prejudice,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy, who reluctantly falls in love with a woman beneath his class.",Joe Wright,"Keira Knightley,
Matthew Macfadyen,
Brenda Blethyn",Dario Marianelli,
11/11/2005,Zathura: A Space Adventure,Two young brothers are drawn into adventure when their house is hurled through the depths of space by a magical board game.,Jon Favreau,"Josh Hutcherson,
Jonah Bobo,
Dax Shepard",John Debney,
11/18/2005,Harry Potter and the Goblet of Fire,"Harry competes in a tournament between rival schools of magic though he should be ineligible. He survives dragons, sea creatures, and a maze.",Mike Newell,"Daniel Radcliffe,
Rupert Grint,
Emma Watson",Patrick Doyle,Harry Potter 4
11/18/2005,Walk the Line,Country musician Johnny Cash spends his early days on an Arkansas farm and rises to fame with Sun Records in Memphis in love with June Carter.,James Mangold,"Joaquin Phoenix,
Reese Witherspoon,
Ginnifer Goodwin",T Bone Burnett,
11/23/2005,Just Friends,Formerly obese womanizer Chris reconnects with his high school crush and best friend Jamie whom he is in love with as he visits home for Christmas.,Roger Kumble,"Ryan Reynolds,
Amy Smart,
Anna Faris",Jeff Cardoni,
11/23/2005,Rent,"Bohemians in the East Village of New York City struggle with life, love and AIDS, and the impacts they have on America.",Chris Columbus,"Anthony Rapp,
Adam Pascal,
Rosario Dawson",Jonathan Larson,
11/23/2005,Syriana,A lawyer facilitates a merger of oil companies. An energy analyst visits Arabian royalty in Spain. A CIA veteran uncovers a prince assassination plot.,Stephen Gaghan,"George Clooney,
Matt Damon,
Jeffrey Wright",Alexandre Desplat,
11/23/2005,The Ice Harvest,"A shady lawyer attempts a Christmas Eve crime, hoping to swindle the local mob out of money. His strip club owner partner has different plans for it.",Harold Ramis,"John Cusack,
Billy Bob Thornton,
Connie Nielsen",David Kitay,
11/23/2005,"Yours, Mine & Ours","Widower Coast Guard admiral Frank and widow handbag designer Helen fall in love and marry, to the surprise of his eight children and her 10 kids.",Raja Gosnell,"Dennis Quaid,
Rene Russo,
Rip Torn",Christophe Beck,
12/02/2005,Æon Flux,"In 2415, a warrior works for the Monicans, rebels trying to overthrow the government. On a mission to kill its leader, she learns her team was misled.",Karyn Kusama,"Charlize Theron,
Marton Csokas,
Jonny Lee Miller",Graeme Revell,
12/02/2005,Transamerica,"Transgender Bree takes an unexpected journey when she learns she fathered a son, 17-year-old Toby now hustling in New York and heading west.",Duncan Tucker,"Felicity Huffman,
Kevin Zegers,
Graham Greene",David Mansfield,
12/09/2005,Brokeback Mountain,"In 1963 Wyoming, cowboys Ennis and Jack begin a sporadic two-decade affair after a shepherding job. Ennis' wife Alma confronts him over their lies.",Ang Lee,"Heath Ledger,
Jake Gyllenhaal,
Michelle Williams",Gustavo Santaolalla,
12/09/2005,Memoirs of a Geisha,"In 1929, Chiyo is sold to a geisha house with her sister Satsu to support her family. She becomes popular as Sayuri, World War II disrupts her life.",Rob Marshall,"Zhang Ziyi,
Ken Watanabe,
Michelle Yeoh",John Williams,
12/09/2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it from the White Witch with the guidance of a mystical lion.,Andrew Adamson,"William Moseley,
Anna Popplewell,
Skandar Keynes",Harry Gregson-Williams,Narnia 1
12/14/2005,King Kong,"In 1933, a greedy film producer takes a team of moviemakers to Skull Island, where they run into cannibalistic natives and a 25-foot-tall gorilla.",Peter Jackson,"Andy Serkis,
Naomi Watts,
Jack Black",James Newton Howard,
12/16/2005,Hoodwinked!,"Police interview Little Red Riding Hood, the Wolf, the Woodsman, and Granny about their meeting to find the Goody Bandit, who is actually a rabbit.",Cory Edwards,"Anne Hathaway,
Glenn Close,
Jim Belushi",John Mark Painter,
12/16/2005,The Family Stone,"Uptight Meredith joins her boyfriend Everett at his eccentric family's Christmas celebration. After she fails to fit in, she asks her sister Julie to come too.",Thomas Bezucha,"Diane Keaton,
Craig T. Nelson,
Dermot Mulroney",Michael Giacchino,
12/16/2005,The Producers,"After making a Broadway flop in 1959, a producer teams up with timid accountant in a get-rich-quick scheme to put on the world's worst Nazi musical.",Susan Stroman,"Nathan Lane,
Matthew Broderick,
Uma Thurman","Glen Kelly,
Mel Brooks",
12/21/2005,Cheaper by the Dozen 2,"Feeling his family of 12 children is breaking apart, Tom plans a vacation at Lake Winnetka, where he sees Tom, a longtime rival who has eight children.",Adam Shankman,"Steve Martin,
Eugene Levy,
Bonnie Hunt",John Debney,
12/21/2005,Fun with Dick and Jane,"After an executive loses his job after his company collapses, he and his wife turn to crime to handle debt. They plot revenge on his swindling CEO.",Dean Parisot,"Jim Carrey,
Téa Leoni,
Alec Baldwin",Theodore Shapiro,
12/23/2005,Munich,"After Israeli Olympic athletes are killed in 1972 by Palestinian terrorists, Israel hires Avner to lead Mossad agents to track down and execute them.",Steven Spielberg,"Eric Bana,
Daniel Craig,
Ciarán Hinds",John Williams,
12/25/2005,Rumor Has It,"In 1997, Sarah learns that her family was the inspiration for the book and film The Graduate, and that she might be the offspring of a fling.",Rob Reiner,"Jennifer Aniston,
Kevin Costner,
Shirley MacLaine",Marc Shaiman,
12/28/2005,Match Point,"In London, a former tennis pro marries into a rich family, but his social position is threatened by his affair with his brother-in-law's actress girlfriend.",Woody Allen,"Jonathan Rhys Meyers,
Scarlett Johansson,
Emily Mortimer",N/A,
12/30/2005,The Matador,"In Mexico City, a globetrotting hitman and a tired businessman meet in a hotel bar in an encounter that leads to collaboration and a close friendship.",Richard Shepard,"Pierce Brosnan,
Greg Kinnear,
Hope Davis",Rolfe Kent,
01/06/2006,Grandma's Boy,A 35-year-old video game tester moves in with his grandma and her two roommates. He falls for a woman sent to oversee a video game production.,Nicholaus Goossen,"Allen Covert,
Linda Cardellini,
Doris Roberts",Waddy Wachtel,
01/06/2006,Hostel,"Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",Eli Roth,"Jay Hernandez,
Derek Richardson,
Eyþór Guðjónsson",Nathan Barr,
01/13/2006,Glory Road,"In 1966, a Texas Western College coach leads the first all-black starting lineup for a basketball team to the wanted NCAA national championship.",James Gartner,"Josh Lucas,
Derek Luke,
Jon Voight",Trevor Rabin,
01/13/2006,Last Holiday,Department store cookware worker Georgia has a rare brain condition and a few weeks to live. She spends her remaining money on a stay in Europe.,Wayne Wang,"Queen Latifah,
LL Cool J,
Timothy Hutton",George Fenton,
01/20/2006,Underworld: Evolution,Vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.,Len Wiseman,"Kate Beckinsale,
Scott Speedman,
Tony Curran",Marco Beltrami,Underworld 2
01/27/2006,Annapolis,"In Maryland, a stubborn shipyard worker attends the U.S. Naval Academy. Constantly tested, he finds support as he enters a boxing tournament.",Justin Lin,"James Franco,
Tyrese Gibson,
Jordana Brewster",Brian Tyler,
01/27/2006,Big Momma's House 2,FBI agent Malcolm goes undercover as a nanny for a virus creator's wife with three children. He juggles work with his pregnant wife and stepson.,John Whitesell,"Martin Lawrence,
Nia Long,
Zachary Levi",George S. Clinton,
01/27/2006,Nanny McPhee,A hideous governess uses magic and discipline to rein in the behavior of seven misbehaved children in her charge when their widowed father is busy.,Kirk Jones,"Emma Thompson,
Colin Firth,
Angela Lansbury",Patrick Doyle,
02/03/2006,When a Stranger Calls,"In Colorado, high school student Jill is babysitting for the rich Mandrakis family when she receives terrifying phone calls from a stranger later inside.",Simon West,"Camilla Belle,
Tommy Flanagan,
Lance Henriksen",James Dooley,
02/10/2006,Curious George,The Man in the Yellow Hat is an oddball museum employee who looks after an inquisitive orphaned monkey whose enthusiasm often causes trouble.,Matthew O'Callaghan,"Frank Welker,
Will Ferrell,
Drew Barrymore","Heitor Pereira,
Jack Johnson",
02/10/2006,Final Destination 3,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself, which seeks out those who escaped their fate.",James Wong,"Mary Elizabeth Winstead,
Ryan Merriman,
Amanda Crew",Shirley Walker,
02/10/2006,Firewall,"In Seattle, a security specialist is forced to rob a bank he is protecting as a bid to pay a criminal businessman's ransom for his wife and children.",Richard Loncraine,"Harrison Ford,
Paul Bettany,
Virginia Madsen",Alexandre Desplat,
02/10/2006,The Pink Panther,Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.,Shawn Levy,"Steve Martin,
Kevin Kline,
Jean Reno",Christophe Beck,
02/17/2006,Date Movie,Overweight Julia Jones believes she will always be lonely until she sees Grant Fockyerdoder. The two meet each other's parents and survive Andy.,"Aaron Seltzer,
Jason Friedberg","Alyson Hannigan,
Adam Campbell,
Sophie Monk",David Kitay,
02/17/2006,Eight Below,Brutal cold forces two Antarctic explorers to leave their team of sled dogs behind as they fend for their survival.,Frank Marshall,"Paul Walker,
Bruce Greenwood,
Moon Bloodgood",Mark Isham,
02/24/2006,Madea's Family Reunion,"While Madea takes in rebellious foster child Nikki to avoid jail, her grandniece Lisa struggles with an abusive fiancé. A dramatic family reunion is held.",Tyler Perry,"Tyler Perry,
Blair Underwood,
Lynn Whitfield",Elvin Ross,Madea 2
03/03/2006,16 Blocks,Alcoholic NYPD detective Jack is ordered to bring witness and aspiring baker Eddie from custody to a close courthouse. Corrupt officers hinder them.,Richard Donner,"Bruce Willis,
Mos Def,
David Morse",Klaus Badelt,
03/10/2006,Failure to Launch,"35-year-old Tripp, whose fiancée died, lives with his parents, so they hire an expert to induce him to leave. They develop feelings for one another.",Tom Dey,"Matthew McConaughey,
Sarah Jessica Parker,
Zooey Deschanel",Rolfe Kent,
03/10/2006,The Hills Have Eyes,"In a New Mexico desert, a family of seven people and two dogs is hunted by a group of cannibalistic mutants after their vehicle's tires are punctured.",Alexandre Aja,"Aaron Stanford,
Kathleen Quinlan,
Vinessa Shaw",Tomandandy,
03/10/2006,The Shaggy Dog,"In Los Angeles, a deputy district attorney with a strained relationship with his family transforms into a Bearded Collie after getting bitten by a dog.",Brian Robbins,"Tim Allen,
Robert Downey Jr.,
Kristin Davis",Alan Menken,
03/17/2006,Find Me Guilty,"In 1980s New York, Mafia soldier Jackie is on trial with 19 cohorts for racketeering. For 21 months, he defends himself in court with insolent behavior.",Sidney Lumet,"Vin Diesel,
Peter Dinklage,
Linus Roache",Jonathan Tunick,
03/17/2006,She's the Man,"When her brother secretly goes to London, Viola pretends to be him at his elite boarding school but falls for her roommate, the star soccer captain.",Andy Fickman,"Amanda Bynes,
Channing Tatum,
Laura Ramsey",Nathan Wang,
03/17/2006,Thank You for Smoking,"Tobacco spokesman Nick, who talks to lobbyists every week, argues with a senator to stop poison labels as he bonds with his 12-year-old son Joey.",Jason Reitman,"Aaron Eckhart,
Maria Bello,
Cameron Bright",Rolfe Kent,
03/17/2006,V for Vendetta,"In a future British tyranny, a shadowy freedom fighter known as V plots to overthrow it with the help of a young television network employee.",James McTeigue,"Natalie Portman,
Hugo Weaving,
Stephen Rea",Dario Marianelli,
03/24/2006,Inside Man,"In Manhattan, a police detective, a bank robber, and a broker enter high-stakes negotiations after a brilliant heist spirals into a hostage situation.",Spike Lee,"Denzel Washington,
Clive Owen,
Jodie Foster",Terence Blanchard,
03/31/2006,Brick,High school loner Brendan pushes his way to the underworld of a drug crime ring to investigate the disappearance of his pregnant ex-girlfriend Emily.,Rian Johnson,"Joseph Gordon-Levitt,
Nora Zehetner,
Noah Fleiss",Nathan Johnson,
03/31/2006,Ice Age: The Meltdown,"Manny, Sid, and Diego leave their valley to avoid a flood. They run into opossums Crash and Eddie and their mammoth sister Ellie. Two reptiles stalk.",Carlos Saldanha,"Ray Romano,
John Leguizamo,
Denis Leary",John Powell,Ice Age 2
