Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
09/16/1953,The Robe,"In the Roman province of Judea, Roman tribune Marcellus is ordered to crucify Jesus of Nazareth but is tormented by his conscience after the deed.",Henry Koster,"Richard Burton,
Jean Simmons,
Victor Mature",Alfred Newman,
11/04/1953,Calamity Jane,"In Deadwood, sharpshooter Jane brings a singer from Chicago to a saloon stage. They move into a cabin. Katie helps Jane dress to impress Wild Bill.",David Butler,"Doris Day,
Howard Keel,
Allyn Ann McLerie",Ray Heindorf,
12/30/1953,The Wild One,"Johnny Strabler and his Black Rebels Motorcycle Club stay in Wrightsville, a town maintained by an old lawman. The rival Beetles arrive with trouble.",László Benedek,"Marlon Brando,
Mary Murphy,
Robert Keith",Leith Stevens,
02/10/1954,The Glenn Miller Story,"An unlucky trombone player with dreams of fame, through years of hard work and determination, starts his own band, which becomes successful.",Anthony Mann,"James Stewart,
June Allyson,
Harry Morgan","Joseph Gershenson,
Henry Mancini",
02/12/1954,Creature from the Black Lagoon,"In the Amazonian jungle, a prehistoric beast lurks underwater. Scientists try to capture the piscine humanoid to bring it back to civilization for study.",Jack Arnold,"Richard Carlson,
Julia Adams,
Richard Denning","Henry Mancini,
Hans J. Salter,
Herman Stein",
05/29/1954,Dial M for Murder,"A former tennis player tries to arrange his wife's murder after learning of her affair. When the plan fails, he decides to frame her for murder instead.",Alfred Hitchcock,"Ray Milland,
Grace Kelly,
Robert Cummings",Dimitri Tiomkin,
06/16/1954,Them!,A nest of gigantic irradiated ants is discovered in the New Mexico desert. Two young queen ants and their consorts escape to establish new nests. ,Gordon Douglas,"James Whitmore,
Edmund Gwenn,
Joan Weldon",Bronislau Kaper,
06/24/1954,The Caine Mutiny,"During World War II, When Naval captain Queeg shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command.",Edward Dmytryk,"Humphrey Bogart,
José Ferrer,
Van Johnson",Max Steiner,
07/03/1954,The High and the Mighty,"When a commercial airliner develops engine problems and the pilot loses his nerve, a washed-up co-pilot must bring the plane in safely.",William A. Wellman,"John Wayne,
Claire Trevor,
Laraine Day",Dimitri Tiomkin,
07/22/1954,Seven Brides for Seven Brothers,"In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too and kidnap six girls.",Stanley Donen,"Jane Powell,
Howard Keel,
Jeff Richards","Gene de Paul,
Johnny Mercer,
Adolph Deutsch,
Saul Chaplin",
07/28/1954,On the Waterfront,"In Hoboken, former prizefighter Terry has become a longshoreman. He witnesses a murder by thugs but hesitates to stand up to docker union bosses.",Elia Kazan,"Marlon Brando,
Karl Malden,
Lee J. Cobb",Leonard Bernstein,
09/01/1954,Rear Window,"On a hot day, a wheelchair-bound photographer views neighbors from his apartment window and becomes convinced one has committed murder.",Alfred Hitchcock,"James Stewart,
Grace Kelly,
Wendell Corey",Franz Waxman,
09/23/1954,Sabrina,"A playboy becomes interested in the daughter of his family's chauffeur, but it is his more serious brother who would be the better man for her.",Billy Wilder,"Humphrey Bogart,
Audrey Hepburn,
William Holden",Frederick Hollander,
09/29/1954,A Star Is Born,"A Hollywood film star helps an aspiring singer and actress find fame, even as age and alcoholism send his own career on a tragic downward spiral.",George Cukor,"Judy Garland,
James Mason,
Jack Carson",Ray Heindorf,
10/14/1954,White Christmas,Song-and-dance duo Bob and Phil fall in love with sister performers Betty and Judy. They team up to save the empty Vermont inn of a former general.,Michael Curtiz,"Bing Crosby,
Danny Kaye,
Rosemary Clooney",Irving Berlin,
10/28/1954,Carmen Jones,"During World War II, a corporal is asked to deliver a vixen parachute maker to the authorities. She tries to seduce him even though he is engaged.",Otto Preminger,"Harry Belafonte,
Dorothy Dandridge,
Pearl Bailey",Georges Bizet,
12/15/1954,The Country Girl,"A director hires an insecure, alcoholic fading star and begins a stormy relationship with the actor's wife, whom he wrongly blames for his problems.",George Seaton,"Bing Crosby,
Grace Kelly,
William Holden",Victor Young,
12/23/1954,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",Richard Fleischer,"Kirk Douglas,
James Mason,
Paul Lukas",Paul Smith,
03/09/1955,East of Eden,"In the Salinas Valley during World War I, Cal Trask must compete against overwhelming odds with his brother for the love of their father.",Elia Kazan,"Julie Harris,
James Dean,
Raymond Massey",Leonard Rosenman,
06/03/1955,The Seven Year Itch,"In New York, when his family goes away for the summer, a faithful publishing executive with an overactive imagination is tempted by a neighbor.",Billy Wilder,"Marilyn Monroe,
Tom Ewell,
Evelyn Keyes",Alfred Newman,
06/10/1955,This Island Earth,"Aliens from Metaluna have landed and are hiding on Earth, but need Earth’s scientists to help them fight an interplanetary war against the Zagons.","Joseph M. Newman,
Jack Arnold","Jeff Morrow,
Faith Domergue,
Rex Reason",Joseph Gershenson,
06/22/1955,Lady and the Tramp,A pampered Cocker Spaniel befriends a mongrel dog after two cats lead her to be loose in the city. They share a spaghetti meal and avoid catchers.,"Clyde Geronimi,
Wilfred Jackson,
Hamilton Luske","Barbara Luddy,
Larry Roberts,
Bill Thompson",Oliver Wallace,
06/23/1955,Abbott and Costello Meet the Mummy,"In Cairo, two bumbling, stranded Americans look for a mummy. The search leads them to a sacred medallion that holds the key to buried treasure.",Charles Lamont,"Bud Abbott,
Lou Costello,
Marie Windsor",Joseph Gershenson,
06/23/1955,The Seven Little Foys,"After the ballerina wife of vaudevillian Eddie Foy passes away, he incorporates their seven children into the act and takes it on the road to success.",Melville Shavelson,"Bob Hope,
Milly Vitale,
George Tobias",Joseph J. Lilley,
07/30/1955,Mister Roberts,"During World War II, the U.S. Navy cargo ship the Reluctant is stationed in the Pacific. Disturbances ensue when the crew members are given liberty.","John Ford,
Mervyn LeRoy,
Joshua Logan","Henry Fonda,
James Cagney,
William Powell",Franz Waxman,
08/05/1955,To Catch a Thief,"A retired jewel thief sets out to clear his name after being suspected of returning, so he compiles of list of owners of expensive jewels in the area.",Alfred Hitchcock,"Cary Grant,
Grace Kelly,
Jessie Royce Landis",Lyn Murray,
08/18/1955,Love Is a Many-Splendored Thing,"In the 1940s during China's Civil War, a widowed Chinese-English doctor falls for and writes to a married American correspondent in Hong Kong.",Henry King,"William Holden,
Jennifer Jones,
Torin Thatcher",Alfred Newman,
10/03/1955,The Trouble with Harry,"When Harry's corpse appears on a hillside, several locals must determine not only how and why he was killed but what to do with the body.",Alfred Hitchcock,"Edmund Gwenn,
John Forsythe,
Shirley MacLaine",Bernard Herrmann,
10/11/1955,Oklahoma!,"Farm girl Laurey is wanted by two suitors: cowboy Curly and evil farmhand Jud. Friend Ado Annie is sought by cowboy Will, who has an unwilling rival.",Fred Zinnemann,"Gordon MacRae,
Shirley Jones,
Gene Nelson",Richard Rodgers,
10/27/1955,Rebel Without a Cause,"After moving to a new town, a troublemaking teen, searching for some stability, forms a bond with a disturbed classmate and falls for local girl.",Nicholas Ray,"James Dean,
Natalie Wood,
Sal Mineo",Leonard Rosenman,
11/03/1955,Guys and Dolls,"In New York, gambler Sky is challenged to take a cold missionary to Havana, but they fall for each other. Friend Nathan wants money for his fiancée.",Joseph L. Mankiewicz,"Marlon Brando,
Jean Simmons,
Frank Sinatra",Frank Loesser,
01/24/1956,Ransom!,"After the child of wealthy parents gets abducted, the police and a member of the press intervene to assist their search but complicate their decisions.",Alex Segal,"Glenn Ford,
Donna Reed,
Leslie Nielsen",Jeff Alexander,
02/05/1956,Invasion of the Body Snatchers,"In Santa Mira, doctor Miles learns his community is being replaced while sleeping by emotionless alien duplicates who come to life from giant pods.",Don Siegel,"Kevin McCarthy,
Dana Wynter,
Larry Gates",Carmen Dragon,
02/10/1956,The Lone Ranger,A wealthy rancher aims to grab silver-rich Indian land by skilfully pitting Indians against settlers but the governor sends a ranger to investigate raids.,Stuart Heisler,"Clayton Moore,
Jay Silverheels,
Beverly Washburn",David Buttolph,
03/25/1956,Ikiru,"A middle-aged man has worked in the same bureaucratic position for decades. Learning he has cancer, he looks for the meaning of his life.",Akira Kurosawa,"Takashi Shimura,
Shinichi Himori,
Haruo Tanaka",Fumio Hayasaka,
05/16/1956,The Man Who Knew Too Much,"A couple in Morocco with their son stumble upon a murder plot. When their son is kidnapped to ensure their silence, they try to rescue him.",Alfred Hitchcock,"James Stewart,
Doris Day,
Brenda de Banzie",Bernard Herrmann,
05/19/1956,The Killing,"A criminal recruits a sharpshooter, a crooked police officer, a bartender, and a betting teller for his last job before going straight and marrying.",Stanley Kubrick,"Sterling Hayden,
Coleen Gray,
Vince Edwards",Gerald Fried,
05/26/1956,The Searchers,"In 1868, a middle-aged Civil War veteran spends years seeking his niece abducted by Comanches, while he is accompanied by his adoptive nephew.",John Ford,"John Wayne,
Jeffrey Hunter,
Vera Miles",Max Steiner,
06/27/1956,Moby Dick,"Ishmael, the sole survivor of a lost whaling ship, relates the story from 1841 of his captain Ahab's self-destructive obsession to hunt a white whale.",John Huston,"Gregory Peck,
Richard Basehart,
Leo Genn",Philip Sainton,
06/29/1956,The King and I,A Welsh widow with a son takes a job as a live-in governess and English teacher to the stubborn King of Siam's children. Their personalities clash.,Walter Lang,"Deborah Kerr,
Yul Brynner,
Rita Moreno",Richard Rodgers,
07/17/1956,High Society,"A spoiled heiress must choose among three suitors: her jazz musician ex-husband, a stuffy businessman, and an undercover tabloid reporter.",Charles Walters,"Bing Crosby,
Grace Kelly,
Frank Sinatra",Cole Porter,
08/21/1956,War and Peace,Napoleon's tumultuous relations with Russia and his disastrous 1812 invasion are the backdrop for the tangled lives of two aristocratic families.,King Vidor,"Audrey Hepburn,
Henry Fonda,
Mel Ferrer",Nino Rota,
09/17/1956,Lust for Life,"In France, Dutch painter Vincent Van Gogh is an artistic genius. His obsession with painting, paired with his mental illness, motivates his unhappy life.",Vincente Minnelli,"Kirk Douglas,
Anthony Quinn,
James Donald",Miklós Rózsa,
10/05/1956,The Ten Commandments,Egyptian prince Moses learns of his true heritage as a Hebrew and his mission as the deliverer of his people against his stubborn pharaoh brother.,Cecil B. DeMille,"Charlton Heston,
Yul Brynner,
Anne Baxter",Elmer Bernstein,
10/10/1956,Giant,"Wealthy Texan rancher Bick marries a Maryland socialite. Their family develops a rivalry with a cowboy, later an oil tycoon, over two generations.",George Stevens,"Elizabeth Taylor,
Rock Hudson,
James Dean",Dimitri Tiomkin,
11/15/1956,Love Me Tender,"In the Civil War, a Confederate team is ordered to rob a Union payroll train, but the war ends leaving them with their Union loot. They are hunted down.",Robert D. Webb,"Richard Egan,
Debra Paget,
Elvis Presley",Lionel Newman,
11/19/1956,Seven Samurai,A samurai answers a village’s plea for protection against 40 bandits. He gathers six others to help him teach the people how to defend themselves.,Akira Kurosawa,"Toshiro Mifune,
Takashi Shimura,
Keiko Tsushima",Fumio Hayasaka,
11/25/1956,Friendly Persuasion,"In 1862 Indiana, a Quaker family is opposed to violence. They struggle in everyday life, but their beliefs are disputed when Civil War troops arrive.",William Wyler,"Gary Cooper,
Dorothy McGuire,
Anthony Perkins",Dimitri Tiomkin,
12/13/1956,Anastasia,An businessman tries to pass off a mysterious impostor as the Grand Duchess. She convinces so well that even the biggest skeptics believe her.,Anatole Litvak,"Ingrid Bergman,
Yul Brynner,
Helen Hayes",Alfred Newman,
12/22/1956,The Wrong Man,"In 1953 New York, Manny is arrested after being mistaken for an armed robber by the police. His wife's resulting depression forces a hospital stay.",Alfred Hitchcock,"Henry Fonda,
Vera Miles,
Anthony Quayle",Bernard Herrmann,
02/13/1957,Funny Face,"A New York fashion photographer photographs a shy employee at a bookstore. He gets her to join him as a model in France, where they fall in love.",Stanley Donen,"Audrey Hepburn,
Fred Astaire,
Kay Thompson","Adolph Deutsch,
George Gershwin,
Ira Gershwin,
Roger Edens",
04/10/1957,12 Angry Men,A jury holdout attempts to prevent a miscarriage of justice against an inner-city teen by forcing his colleagues to reconsider the doubtful evidence.,Sidney Lumet,"Henry Fonda,
Lee J. Cobb,
Ed Begley",Kenyon Hopkins,
04/20/1957,The Spirit of St. Louis,"Charles ""Slim"" Lindbergh struggles to finance and design an airplane that will make his New York to Paris flight the first solo transatlantic crossing.",Billy Wilder,"James Stewart,
Murray Hamilton,
Patricia Smith",Franz Waxman,
05/30/1957,Gunfight at the O.K. Corral,"In 1881 Arizona, marshal Wyatt Earp and outlaw Doc Holliday form an unlikely alliance that ends with their participation in a legendary gunfight.",John Sturges,"Burt Lancaster,
Kirk Douglas,
Rhonda Fleming",Dimitri Tiomkin,
06/19/1957,Love in the Afternoon,A middle-aged playboy becomes fascinated by the daughter of a private detective who has been hired to entrap him with the wife of a client.,Billy Wilder,"Gary Cooper,
Audrey Hepburn,
Maurice Chevalier",Franz Waxman,
07/19/1957,An Affair to Remember,Two engaged strangers have a romance on a cruise from Europe to New York. They agree to reunite at the Empire State Building in six months.,Leo McCarey,"Cary Grant,
Deborah Kerr,
Richard Denning",Hugo Friedhofer,
07/20/1957,The Curse of Frankenstein,"While awaiting his execution for his maid's death, Baron Victor Frankenstein tells a priest the story of a psychotic creature he made and gave life to.",Terence Fisher,"Peter Cushing,
Hazel Court,
Robert Urquhart",James Bernard,Hammer Frankenstein 1
08/07/1957,3:10 to Yuma,"Broke small-time rancher Dan Evans is hired by the stagecoach line to put captured outlaw leader Ben Wade on a train, but a gang tries to free him.",Delmer Daves,"Glenn Ford,
Van Heflin,
Felicia Farr",George Duning,
11/08/1957,Jailhouse Rock,"After he kills a drunk man, Vince is mentored by a cellmate in prison. Once out, he meets a musical promoter, Peggy, who helps him ignite his career. ",Richard Thorpe,"Elvis Presley,
Judy Tyler,
Mickey Shaughnessy",Jeff Alexander,
12/14/1957,The Bridge on the River Kwai,"In Burma, British prisoners led by a colonel are forced by the Japanese to build a railway bridge across a river, but some Allies plan to destroy it.",David Lean,"William Holden,
Alec Guinness,
Jack Hawkins",Malcolm Arnold,
12/17/1957,Witness for the Prosecution,"When a man whose alibi depends on his callous wife is arrested for the murder of a rich widow, an ill veteran British barrister agrees to defend him.",Billy Wilder,"Tyrone Power,
Marlene Dietrich,
Charles Laughton",Matty Malneck,
12/25/1957,Old Yeller,"In 1860s Texas, a teenage boy grows to love a stray yellow dog while helping his mother and brother run their homestead and raise cattle.",Robert Stevenson,"Fess Parker,
Dorothy McGuire,
Tommy Kirk","Oliver Wallace,
Will Schaefer",
12/25/1957,Paths of Glory,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice, and their commanding officer must defend them.",Stanley Kubrick,"Kirk Douglas,
Ralph Meeker,
Adolphe Menjou",Gerald Fried,
03/19/1958,South Pacific,"On an island during World War II, love blooms between a young nurse and a Frenchman who is being courted for a dangerous military mission.",Joshua Logan,"Rossano Brazzi,
Mitzi Gaynor,
John Kerr",Richard Rodgers,
04/23/1958,Touch of Evil,"When a car bomb explodes on the Mexico-U.S. border, a Mexican drug enforcement agent investigates with an American police captain.",Orson Welles,"Charlton Heston,
Janet Leigh,
Orson Welles",Henry Mancini,
05/07/1958,The Left Handed Gun,"After his employer is murdered by rival cattlemen, a troubled and uneducated young cowboy, Billy the Kid, vows violent revenge on the murderers.",Arthur Penn,"Paul Newman,
Lita Milan,
John Dehner",Alexander Courage,
05/08/1958,Horror of Dracula,"In 1885, Jonathan Harker begins a false job as a librarian in Dracula's castle. Van Helsing plans to destroy Dracula when he targets Harker's friends.",Terence Fisher,"Peter Cushing,
Christopher Lee,
Michael Gough",James Bernard,Hammer Dracula 1
05/09/1958,Vertigo,"A former police detective who fears heights is hired to prevent a friend's wife from committing suicide, but he becomes obsessed with her.",Alfred Hitchcock,"James Stewart,
Kim Novak,
Barbara Bel Geddes",Bernard Herrmann,
05/15/1958,Gigi,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship that may not stay so.",Vincente Minnelli,"Leslie Caron,
Maurice Chevalier,
Louis Jourdan",André Previn,
06/04/1958,The Lone Ranger and the Lost City of Gold,"Three Indians are killed wearing medallions that, together, form a treasure map that points to gold. A ranger protects two more medallion owners.",Lesley Selander,"Clayton Moore,
Jay Silverheels,
Douglas Kennedy",Les Baxter,
06/25/1958,The Bravados,"A rancher follows four outlaws whom he believes killed his wife and finds them in a small town's jail. They escape to Mexico, so he hunts them down.",Henry King,"Gregory Peck,
Joan Collins,
Stephen Boyd","Alfred Newman,
Hugo Friedhofer,
Lionel Newman",
07/02/1958,King Creole,"A New Orleans teenager flirts with crime before a nightclub owner hears him singing and offers him a job, but a rival mobster tries to lure him back.",Michael Curtiz,"Elvis Presley,
Carolyn Jones,
Walter Matthau",Walter Scharf,
07/16/1958,The Fly,"In Montreal, after André is crushed in a hydraulic press, his wife recounts how he swapped matter with a bug in an ill-fated teleportation experiment.",Kurt Neumann,"Al Hedison,
Patricia Owens,
Vincent Price",Paul Sawtell,
08/23/1958,Cat on a Hot Tin Roof,An alcoholic former football player drinks his days away and resists the affections of his wife. A chat with his terminal father jogs revealing memories.,Richard Brooks,"Elizabeth Taylor,
Paul Newman,
Burl Ives",Charles Wolcott,
09/10/1958,The Blob,Teenagers Steve and his girlfriend Jane try to protect their hometown from a gelatinous alien life form that engulfs and kills everything it touches.,Irvin Yeaworth,"Steven McQueen,
Aneta Corsaut,
Earl Rowe","Ralph Carmichael,
Burt Bacharach",
09/24/1958,The Defiant Ones,"Two escaped prisoners, black Noah and white Joker, are shackled together and become friends cooperating to survive in the American South.",Stanley Kramer,"Sidney Poitier,
Tony Curtis,
Theodore Bikel",Ernest Gold,
10/13/1958,The Seventh Seal,"A knight seeks answers about life, death, and God as he plays chess against the Grim Reaper during the Black Plague. His squire stops a thief.",Ingmar Bergman,"Gunnar Björnstrand,
Bengt Ekerot,
Nils Poppe",Erik Nordgren,
11/11/1958,"Bell, Book and Candle",The owner of a rare African art store and secret witch likes her publisher neighbor but despises his fiancée so enchants him to love her instead.,Richard Quine,"James Stewart,
Kim Novak,
Jack Lemmon",George Duning,
12/16/1958,A Night to Remember,"On its 1912 maiden voyage, the luxurious RMS Titanic hits an iceberg in the Atlantic Ocean and sinks. Passengers of all classes strive to survive.",Roy Ward Baker,"Kenneth More,
Michael Goodliffe,
Laurence Naismith",William Alwyn,
12/18/1958,Some Came Running,"In 1948, a troubled Army veteran Dave returns to his Midwestern home with his friend Ginny, to the chagrin of his rich, social-climbing brother Frank.",Vincente Minnelli,"Frank Sinatra,
Dean Martin,
Shirley MacLaine",Elmer Bernstein,
01/29/1959,Sleeping Beauty,Maleficent curses Princess Aurora to die on her 16th birthday. Her guardian fairies help her only fall into a sleep that can end with true love's kiss.,Clyde Geronimi,"Mary Costa,
Bill Shirley,
Eleanor Audley",George Bruns,
02/17/1959,House on Haunted Hill,"A millionaire offers $10,000 to each of five people who agree to be locked in a house overnight with him and his wife. Two lovers lie and manipulate.",William Castle,"Vincent Price,
Carol Ohmart,
Elisha Cook","Richard Kayne,
Richard Loring,
Von Dexter",
03/18/1959,Rio Bravo,"A Texan sheriff arrests the brother of a powerful rancher for murder. He must hold him with the help of a cripple, a drunk and a young gunfighter.",Howard Hawks,"John Wayne,
Dean Martin,
Ricky Nelson",Dimitri Tiomkin,
03/19/1959,Some Like It Hot,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but one of them wants to win the singer.",Billy Wilder,"Marilyn Monroe,
Tony Curtis,
Jack Lemmon",Adolph Deutsch,
07/01/1959,Anatomy of a Murder,"A relaxed Michigan lawyer takes the case of an army lieutenant, claiming insanity, who murdered an innkeeper after his wife claimed he raped her. ",Otto Preminger,"James Stewart,
Lee Remick,
Ben Gazzara",Duke Ellington,
07/01/1959,North by Northwest,A New York advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies and meets a female agent.,Alfred Hitchcock,"Cary Grant,
Eva Marie Saint,
James Mason",Bernard Herrmann,
07/01/1959,Return of the Fly,"15 years after his father's experimentation failed, Philippe and his uncle attempt to create the same device, but one becomes a half-man and half-fly.",Edward Bernds,"Vincent Price,
Brett Halsey,
David Frankham","Paul Sawtell,
Bert Shefter",The Fly 2
07/15/1959,A Hole in the Head,"A widower tries to keep a small Miami hotel afloat while raising an 11-year-old son. He is forced to ask for help from his brother, who has conditions.",Frank Capra,"Frank Sinatra,
Edward G. Robinson,
Eleanor Parker",Nelson Riddle,
07/18/1959,The Nun's Story,A wealthy Belgian surgeon's daughter becomes a nun. She struggles with devotion to her vows after Nazis kill her surgeon father during World War II.,Fred Zinnemann,"Audrey Hepburn,
Peter Finch,
Edith Evans",Franz Waxman,
10/06/1959,Pillow Talk,A songwriter and an interior decorator share a telephone line and despise each other. The man romances the woman with his voice disguised.,Michael Gordon,"Rock Hudson,
Doris Day,
Tony Randall",Frank De Vol,
11/18/1959,Ben-Hur,"In 26 AD, after Jewish prince Judah is betrayed and sent into slavery by a Roman friend, he gains freedom and returns as a champion charioteer.",William Wyler,"Charlton Heston,
Jack Hawkins,
Haya Harareet",Miklós Rózsa,
12/07/1959,Never So Few,"In 1943 Burma, the American OSS mounts covert operations with the native Kachin against Japan. Captain Reynolds abandons notions of protocol.",John Sturges,"Frank Sinatra,
Gina Lollobrigida,
Peter Lawford",Hugo Friedhofer,
12/16/1959,The Mummy,"In 1895, British archaeologists locate and reopen the tomb of Egyptian Princess Ananka, which is guarded by an undead mummy seeking revenge.",Terence Fisher,"Peter Cushing,
Christopher Lee,
Yvonne Furneaux",Franz Reizenstein,Hammer Mummy 1
06/15/1960,The Apartment,"An insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but he is attracted to an elevator operator himself.",Billy Wilder,"Jack Lemmon,
Shirley MacLaine,
Fred MacMurray",Adolph Deutsch,
06/16/1960,Psycho,"Marion steals $40,000 from her work and stays at the Bates Motel, run by Norman, who is controlled by his mother. Her sister Lila later tries to find her.",Alfred Hitchcock,"Anthony Perkins,
Janet Leigh,
Vera Miles",Bernard Herrmann,
07/06/1960,The Bellboy,"Quiet Stanley works at a luxurious Fontainebleau Hotel in Miami Beach. He is a friendly employee, but his clumsiness gives him trouble with guests.",Jerry Lewis,"Jerry Lewis,
Alex Gerry,
Bob Clayton",Walter Scharf,
08/05/1960,The Little Shop of Horrors,"To avoid being fired by his surly boss, bumbling florist Seymour brings into a shop Audrey Jr., a strange hybrid flower that lives off of human flesh. ",Roger Corman,"Jonathan Haze,
Jackie Joseph,
Mel Welles",Fred Katz,
08/10/1960,Ocean's 11,Danny Ocean gathers a group of 10 of his World War II compatriots to pull off an elaborate heist of five major Las Vegas casinos on New Year's Eve.,Lewis Milestone,"Frank Sinatra,
Dean Martin,
Sammy Davis Jr.",Nelson Riddle,
08/17/1960,The Time Machine,"In 1900 London, George invents a machine. His vision for a utopian society is disillusioned when travelling forward into time reveals a dark society.",George Pal,"Rod Taylor,
Alan Young,
Yvette Mimieux",Russell Garcia,
10/06/1960,Spartacus,A slave sold to a gladiator trainer turns on his owners and leads the other slaves in rebellion. Their numbers swell as escaped slaves join them.,Stanley Kubrick,"Kirk Douglas,
Laurence Olivier,
Jean Simmons",Alex North,
10/06/1960,The Hidden Fortress,"In return for gold, two greedy Japanese peasants unknowingly escort a disguised princess and her general across enemy lines during a tribal war.",Akira Kurosawa,"Toshiro Mifune,
Misa Uehara,
Minoru Chiaki",Masaru Sato,
10/12/1960,The Magnificent Seven,Seven gunfighters are hired by Mexican peasants to free their farming village from bandits that raid annually. They train the villagers to fight back.,John Sturges,"Yul Brynner,
Eli Wallach,
Steve McQueen",Elmer Bernstein,
10/24/1960,The Alamo,"In 1836, a small band of soldiers sacrifice their lives in hopeless combat against a massive army to prevent a tyrant general from smashing Texas.",John Wayne,"John Wayne,
Richard Widmark,
Laurence Harvey",Dimitri Tiomkin,
11/14/1960,The Virgin Spring,"In Sweden, an innocent virgin and her family's pregnant servant set out to deliver candles to a church, but they encounter savage goat herders.",Ingmar Bergman,"Max von Sydow,
Birgitta Valberg,
Gunnel Lindblom",Erik Nordgren,
12/10/1960,Swiss Family Robinson,A family en route to New Guinea is shipwrecked on a deserted tropical island. They are forced to create a home because pirates surround them.,Ken Annakin,"John Mills,
Dorothy McGuire,
James MacArthur",William Alwyn,
01/25/1961,One Hundred and One Dalmatians,"When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil, their parents must find them before she uses them for fashion.","Clyde Geronimi,
Hamilton Luske,
Wolfgang Reitherman","Rod Taylor,
Cate Bauer,
Betty Lou Gerson",George Bruns,
02/01/1961,The Misfits,"In Nevada, new divorcee Roslyn falls for an aging cowboy who desires to maintain an independent life. His team rounds up wild mustangs for selling.",John Huston,"Clark Gable,
Marilyn Monroe,
Montgomery Clift",Alex North,
03/16/1961,The Absent-Minded Professor,"A college professor invents flying rubber, which gains energy every time it strikes a hard surface. It allows shoes to bounce high and a car to fly.",Robert Stevenson,"Fred MacMurray,
Nancy Olson,
Keenan Wynn",George Bruns,
06/21/1961,The Parent Trap,"Two teenage identical twin sisters separated at birth are reunited at a summer camp, where they scheme to swap places to reunite their parents.",David Swift,"Hayley Mills,
Maureen O'Hara,
Brian Keith","Richard M. Sherman,
Robert B. Sherman,
Paul Smith",
06/28/1961,The Ladies Man,Clueless and recently single graduate Herbert H. Heebert unwittingly takes a job as a servant in a boarding house with young woman inhabitants.,Jerry Lewis,"Jerry Lewis,
Lillian Briggs,
Helen Traubel",Walter Scharf,
09/13/1961,Yojimbo,"In 1860, a crafty ronin comes to a small Japanese town divided by two criminal gangs and decides to play them against each other to free the town.",Akira Kurosawa,"Toshiro Mifune,
Tatsuya Nakadai,
Yoko Tsukasa",Masaru Sato,
09/25/1961,The Hustler,"Fast Eddie Felson, a pool shark with talent but a self-destructive attitude, challenges the legendary player Minnesota Fats to a high-stakes match.",Robert Rossen,"Paul Newman,
Jackie Gleason,
Piper Laurie",Kenyon Hopkins,
10/05/1961,Breakfast at Tiffany's,"A New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",Blake Edwards,"Audrey Hepburn,
George Peppard,
Patricia Neal",Henry Mancini,
10/10/1961,Splendor in the Grass,"In 1928 Kansas, a sensitive teenage girl's love for a young man from a most powerful family drives her to heartbreak and madness in an institution.",Elia Kazan,"Natalie Wood,
Warren Beatty,
Pat Hingle",David Amram,
10/18/1961,West Side Story,"Maria and Tony fall in love, but their friends, New York City gangs the Puerto Rican Sharks and the white Jets, plan a tragic rumble under a highway.","Robert Wise,
Jerome Robbins","Natalie Wood,
Richard Beymer,
Rita Moreno","Leonard Bernstein,
Stephen Sondheim",
12/14/1961,Babes in Toyland,"Mary Contrary and Tom Piper are about to marry, but villainous Barnaby has his goons kidnap Tom and Mary's sheep so he can marry her for money.",Jack Donohue,"Ray Bolger,
Tommy Sands,
Annette Funicello","Victor Herbert,
George Bruns,
Mel Leven",
12/15/1961,The Innocents,"At Bly, governess Miss Giddens takes care of two orphans that show weird behavior. She thinks the house is haunted by ghosts and possessed kids.",Jack Clayton,"Deborah Kerr,
Peter Wyngarde,
Megs Jenkins",Georges Auric,
12/18/1961,Pocketful of Miracles,New York gangster Dave the Dude and girlfriend Queenie try to turn street beggar Apple Annie to a lady to impress her daughter marrying a rich man.,Frank Capra,"Glenn Ford,
Bette Davis,
Hope Lange",Walter Scharf,
12/19/1961,The Children's Hour,"Two former college classmates run a young girls' private school. When a spoiled student accuses them of lesbianism, they fight libel and slander.",William Wyler,"Shirley MacLaine,
Audrey Hepburn,
James Garner",Alex North,
02/10/1962,Sergeants 3,"In 1870, Mike, Chip, and Larry are cavalry officers who join black trumpeter Jonah to thwart a Native American chief who plans to unite multiple tribes.",John Sturges,"Frank Sinatra,
Dean Martin,
Peter Lawford",Billy May,
04/12/1962,Cape Fear,"In Georgia, after spending eight years in prison for rape, Max Cady stalks a lawyer he blames for his conviction, his wife, and his teenage daughter.",J. Lee Thompson,"Gregory Peck,
Robert Mitchum,
Polly Bergen",Bernard Herrmann,
